EndDate	EndDeaths	STATE-COUNTY	StartDate	StartDeaths	POPESTIMATE2020	ST_ABBR	VaxStartDate	Series_Complete_Yes_Start	Administered_Dose1_Recip_Start	VaxEndDate	Series_Complete_Yes_End	Administered_Dose1_Recip_End	Deaths	Series_Complete_Yes_Mid	Administered_Dose1_Recip_Mid	FullVaxPer100	OnePlusVaxPer100	DeathsPer100k
2021-04-30	76	TX-LAVACA	2021-03-01	71	20216	TX	2021-01-30	0	0	2021-03-31	0	0	5	0.0	0.0	0.0	0.0	24.7
2021-04-30	39	TX-LEE	2021-03-01	36	17397	TX	2021-01-30	0	0	2021-03-31	0	0	3	0.0	0.0	0.0	0.0	17.2
2021-04-30	43	TX-LEON	2021-03-01	37	17493	TX	2021-01-30	0	0	2021-03-31	0	0	6	0.0	0.0	0.0	0.0	34.3
2021-04-30	180	TX-LIBERTY	2021-03-01	159	91547	TX	2021-01-30	0	0	2021-03-31	0	0	21	0.0	0.0	0.0	0.0	22.9
2021-04-30	76	TX-LIMESTONE	2021-03-01	63	23340	TX	2021-01-30	0	0	2021-03-31	0	0	13	0.0	0.0	0.0	0.0	55.7
2021-04-30	12	TX-LIPSCOMB	2021-03-01	11	3111	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	32.1
2021-04-30	22	TX-LIVE OAK	2021-03-01	20	12324	TX	2021-01-30	0	0	2021-03-31	0	0	2	0.0	0.0	0.0	0.0	16.2
2021-04-30	51	TX-LLANO	2021-03-01	47	21958	TX	2021-01-30	0	0	2021-03-31	0	0	4	0.0	0.0	0.0	0.0	18.2
2021-04-30	0	TX-LOVING	2021-03-01	0	181	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	784	TX-LUBBOCK	2021-03-01	765	314772	TX	2021-01-30	0	0	2021-03-31	0	0	19	0.0	0.0	0.0	0.0	6.0
2021-04-30	23	TX-LYNN	2021-03-01	22	6025	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	16.6
2021-04-30	29	TX-MADISON	2021-03-01	25	14427	TX	2021-01-30	0	0	2021-03-31	0	0	4	0.0	0.0	0.0	0.0	27.7
2021-04-30	33	TX-MARION	2021-03-01	27	9960	TX	2021-01-30	0	0	2021-03-31	0	0	6	0.0	0.0	0.0	0.0	60.2
2021-04-30	18	TX-MARTIN	2021-03-01	18	5816	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	6	TX-MASON	2021-03-01	5	4344	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	23.0
2021-04-30	106	TX-MATAGORDA	2021-03-01	89	36725	TX	2021-01-30	0	0	2021-03-31	0	0	17	0.0	0.0	0.0	0.0	46.3
2021-04-30	354	TX-MAVERICK	2021-03-01	308	58378	TX	2021-01-30	0	0	2021-03-31	0	0	46	0.0	0.0	0.0	0.0	78.8
2021-04-30	19	TX-MCCULLOCH	2021-03-01	15	7823	TX	2021-01-30	0	0	2021-03-31	0	0	4	0.0	0.0	0.0	0.0	51.1
2021-04-30	470	TX-MCLENNAN	2021-03-01	437	259730	TX	2021-01-30	0	0	2021-03-31	0	0	33	0.0	0.0	0.0	0.0	12.7
2021-04-30	5	TX-MCMULLEN	2021-03-01	5	721	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	103	TX-MEDINA	2021-03-01	93	52358	TX	2021-01-30	0	0	2021-03-31	0	0	10	0.0	0.0	0.0	0.0	19.1
2021-04-30	9	TX-MENARD	2021-03-01	7	2124	TX	2021-01-30	0	0	2021-03-31	0	0	2	0.0	0.0	0.0	0.0	94.2
2021-04-30	266	TX-MIDLAND	2021-03-01	246	177863	TX	2021-01-30	0	0	2021-03-31	0	0	20	0.0	0.0	0.0	0.0	11.2
2021-04-30	48	TX-MILAM	2021-03-01	39	24708	TX	2021-01-30	0	0	2021-03-31	0	0	9	0.0	0.0	0.0	0.0	36.4
2021-04-30	21	TX-MILLS	2021-03-01	20	4840	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	20.7
2021-04-30	30	TX-MITCHELL	2021-03-01	29	8202	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	12.2
2021-04-30	71	TX-MONTAGUE	2021-03-01	65	19962	TX	2021-01-30	0	0	2021-03-31	0	0	6	0.0	0.0	0.0	0.0	30.1
2021-04-30	561	TX-MONTGOMERY	2021-03-01	450	626351	TX	2021-01-30	0	0	2021-03-31	0	0	111	0.0	0.0	0.0	0.0	17.7
2021-04-30	72	TX-MOORE	2021-03-01	68	20654	TX	2021-01-30	0	0	2021-03-31	0	0	4	0.0	0.0	0.0	0.0	19.4
2021-04-30	33	TX-MORRIS	2021-03-01	26	12393	TX	2021-01-30	0	0	2021-03-31	0	0	7	0.0	0.0	0.0	0.0	56.5
2021-04-30	8	TX-MOTLEY	2021-03-01	8	1185	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	168	TX-NACOGDOCHES	2021-03-01	149	64753	TX	2021-01-30	0	0	2021-03-31	0	0	19	0.0	0.0	0.0	0.0	29.3
2021-04-30	154	TX-NAVARRO	2021-03-01	129	50694	TX	2021-01-30	0	0	2021-03-31	0	0	25	0.0	0.0	0.0	0.0	49.3
2021-04-30	35	TX-NEWTON	2021-03-01	30	13414	TX	2021-01-30	0	0	2021-03-31	0	0	5	0.0	0.0	0.0	0.0	37.3
2021-04-30	51	TX-NOLAN	2021-03-01	50	14835	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	6.7
2021-04-30	774	TX-NUECES	2021-03-01	717	363148	TX	2021-01-30	0	0	2021-03-31	0	0	57	0.0	0.0	0.0	0.0	15.7
2021-04-30	26	TX-OCHILTREE	2021-03-01	25	9598	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	10.4
2021-04-30	4	TX-OLDHAM	2021-03-01	4	2135	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	146	TX-ORANGE	2021-03-01	112	82878	TX	2021-01-30	0	0	2021-03-31	0	0	34	0.0	0.0	0.0	0.0	41.0
2021-04-30	75	TX-PALO PINTO	2021-03-01	67	29320	TX	2021-01-30	0	0	2021-03-31	0	0	8	0.0	0.0	0.0	0.0	27.3
2021-04-30	74	TX-PANOLA	2021-03-01	67	23187	TX	2021-01-30	0	0	2021-03-31	0	0	7	0.0	0.0	0.0	0.0	30.2
2021-04-30	180	TX-PARKER	2021-03-01	163	148198	TX	2021-01-30	0	0	2021-03-31	0	0	17	0.0	0.0	0.0	0.0	11.5
2021-04-30	36	TX-PARMER	2021-03-01	34	9522	TX	2021-01-30	0	0	2021-03-31	0	0	2	0.0	0.0	0.0	0.0	21.0
2021-04-30	34	TX-PECOS	2021-03-01	34	15718	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	112	TX-POLK	2021-03-01	94	52995	TX	2021-01-30	0	0	2021-03-31	0	0	18	0.0	0.0	0.0	0.0	34.0
2021-04-30	446	TX-POTTER	2021-03-01	406	116004	TX	2021-01-30	0	0	2021-03-31	0	0	40	0.0	0.0	0.0	0.0	34.5
2021-04-30	24	TX-PRESIDIO	2021-03-01	24	6508	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	25	TX-RAINS	2021-03-01	24	12552	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	8.0
2021-04-30	294	TX-RANDALL	2021-03-01	276	139899	TX	2021-01-30	0	0	2021-03-31	0	0	18	0.0	0.0	0.0	0.0	12.9
2021-04-30	8	TX-REAGAN	2021-03-01	8	3833	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	12	TX-REAL	2021-03-01	12	3411	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	37	TX-RED RIVER	2021-03-01	35	11995	TX	2021-01-30	0	0	2021-03-31	0	0	2	0.0	0.0	0.0	0.0	16.7
2021-04-30	43	TX-REEVES	2021-03-01	39	15949	TX	2021-01-30	0	0	2021-03-31	0	0	4	0.0	0.0	0.0	0.0	25.1
2021-04-30	21	TX-REFUGIO	2021-03-01	17	6877	TX	2021-01-30	0	0	2021-03-31	0	0	4	0.0	0.0	0.0	0.0	58.2
2021-04-30	1	TX-ROBERTS	2021-03-01	1	813	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	40	TX-ROBERTSON	2021-03-01	37	17155	TX	2021-01-30	0	0	2021-03-31	0	0	3	0.0	0.0	0.0	0.0	17.5
2021-04-30	155	TX-ROCKWALL	2021-03-01	125	109888	TX	2021-01-30	0	0	2021-03-31	0	0	30	0.0	0.0	0.0	0.0	27.3
2021-04-30	37	TX-RUNNELS	2021-03-01	36	10401	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	9.6
2021-04-30	107	TX-RUSK	2021-03-01	95	54324	TX	2021-01-30	0	0	2021-03-31	0	0	12	0.0	0.0	0.0	0.0	22.1
2021-04-30	45	TX-SABINE	2021-03-01	38	10507	TX	2021-01-30	0	0	2021-03-31	0	0	7	0.0	0.0	0.0	0.0	66.6
2021-04-30	32	TX-SAN AUGUSTINE	2021-03-01	29	8248	TX	2021-01-30	0	0	2021-03-31	0	0	3	0.0	0.0	0.0	0.0	36.4
2021-04-30	36	TX-SAN JACINTO	2021-03-01	28	29301	TX	2021-01-30	0	0	2021-03-31	0	0	8	0.0	0.0	0.0	0.0	27.3
2021-04-30	148	TX-SAN PATRICIO	2021-03-01	132	67069	TX	2021-01-30	0	0	2021-03-31	0	0	16	0.0	0.0	0.0	0.0	23.9
2021-04-30	23	TX-SAN SABA	2021-03-01	19	6039	TX	2021-01-30	0	0	2021-03-31	0	0	4	0.0	0.0	0.0	0.0	66.2
2021-04-30	6	TX-SCHLEICHER	2021-03-01	6	2761	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	62	TX-SCURRY	2021-03-01	61	16662	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	6.0
2021-04-30	5	TX-SHACKELFORD	2021-03-01	2	3300	TX	2021-01-30	0	0	2021-03-31	0	0	3	0.0	0.0	0.0	0.0	90.9
2021-04-30	67	TX-SHELBY	2021-03-01	56	24915	TX	2021-01-30	0	0	2021-03-31	0	0	11	0.0	0.0	0.0	0.0	44.2
2021-04-30	12	TX-SHERMAN	2021-03-01	12	3027	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	465	TX-SMITH	2021-03-01	405	235806	TX	2021-01-30	0	0	2021-03-31	0	0	60	0.0	0.0	0.0	0.0	25.4
2021-04-30	14	TX-SOMERVELL	2021-03-01	11	9139	TX	2021-01-30	0	0	2021-03-31	0	0	3	0.0	0.0	0.0	0.0	32.8
2021-04-30	297	TX-STARR	2021-03-01	273	64266	TX	2021-01-30	0	0	2021-03-31	0	0	24	0.0	0.0	0.0	0.0	37.3
2021-04-30	25	TX-STEPHENS	2021-03-01	24	9334	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	10.7
2021-04-30	4	TX-STERLING	2021-03-01	4	1315	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	6	TX-STONEWALL	2021-03-01	6	1348	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	8	TX-SUTTON	2021-03-01	8	3738	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	17	TX-SWISHER	2021-03-01	17	7340	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	3419	TX-TARRANT	2021-03-01	2883	2123347	TX	2021-01-30	0	0	2021-03-31	0	0	536	0.0	0.0	0.0	0.0	25.2
2021-04-30	406	TX-TAYLOR	2021-03-01	362	139200	TX	2021-01-30	0	0	2021-03-31	0	0	44	0.0	0.0	0.0	0.0	31.6
2021-04-30	2	TX-TERRELL	2021-03-01	2	702	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	56	TX-TERRY	2021-03-01	54	12183	TX	2021-01-30	0	0	2021-03-31	0	0	2	0.0	0.0	0.0	0.0	16.4
2021-04-30	5	TX-THROCKMORTON	2021-03-01	5	1487	TX	2021-01-30	0	0	2021-03-31	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-04-30	83	TX-TITUS	2021-03-01	78	32926	TX	2021-01-30	0	0	2021-03-31	0	0	5	0.0	0.0	0.0	0.0	15.2
2021-04-30	269	TX-TOM GREEN	2021-03-01	252	120010	TX	2021-01-30	0	0	2021-03-31	0	0	17	0.0	0.0	0.0	0.0	14.2
2021-04-30	996	TX-TRAVIS	2021-03-01	852	1300503	TX	2021-01-30	0	0	2021-03-31	0	0	144	0.0	0.0	0.0	0.0	11.1
2021-04-30	25	TX-TRINITY	2021-03-01	22	14883	TX	2021-01-30	0	0	2021-03-31	0	0	3	0.0	0.0	0.0	0.0	20.2
2021-04-30	38	TX-TYLER	2021-03-01	34	21591	TX	2021-01-30	0	0	2021-03-31	0	0	4	0.0	0.0	0.0	0.0	18.5
2021-04-30	74	TX-UPSHUR	2021-03-01	60	42166	TX	2021-01-30	0	0	2021-03-31	0	0	14	0.0	0.0	0.0	0.0	33.2
2021-04-30	10	TX-UPTON	2021-03-01	9	3623	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	27.6
2021-04-30	72	TX-UVALDE	2021-03-01	61	26742	TX	2021-01-30	0	0	2021-03-31	0	0	11	0.0	0.0	0.0	0.0	41.1
2021-04-30	220	TX-VAL VERDE	2021-03-01	195	49028	TX	2021-01-30	0	0	2021-03-31	0	0	25	0.0	0.0	0.0	0.0	51.0
2021-04-30	117	TX-VAN ZANDT	2021-03-01	105	57533	TX	2021-01-30	0	0	2021-03-31	0	0	12	0.0	0.0	0.0	0.0	20.9
2021-04-30	206	TX-VICTORIA	2021-03-01	176	91936	TX	2021-01-30	0	0	2021-03-31	0	0	30	0.0	0.0	0.0	0.0	32.6
2021-04-30	125	TX-WALKER	2021-03-01	115	72164	TX	2021-01-30	0	0	2021-03-31	0	0	10	0.0	0.0	0.0	0.0	13.9
2021-04-30	46	TX-WALLER	2021-03-01	40	57452	TX	2021-01-30	0	0	2021-03-31	0	0	6	0.0	0.0	0.0	0.0	10.4
2021-04-30	24	TX-WARD	2021-03-01	20	12097	TX	2021-01-30	0	0	2021-03-31	0	0	4	0.0	0.0	0.0	0.0	33.1
2021-04-30	92	TX-WASHINGTON	2021-03-01	83	35771	TX	2021-01-30	0	0	2021-03-31	0	0	9	0.0	0.0	0.0	0.0	25.2
2021-04-30	834	TX-WEBB	2021-03-01	780	277681	TX	2021-01-30	0	0	2021-03-31	0	0	54	0.0	0.0	0.0	0.0	19.4
2021-04-30	115	TX-WHARTON	2021-03-01	103	41685	TX	2021-01-30	0	0	2021-03-31	0	0	12	0.0	0.0	0.0	0.0	28.8
2021-04-30	10	TX-WHEELER	2021-03-01	9	4946	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	20.2
2021-04-30	375	TX-WICHITA	2021-03-01	346	133205	TX	2021-01-30	0	0	2021-03-31	0	0	29	0.0	0.0	0.0	0.0	21.8
2021-04-30	55	TX-WILBARGER	2021-03-01	51	12552	TX	2021-01-30	0	0	2021-03-31	0	0	4	0.0	0.0	0.0	0.0	31.9
2021-04-30	88	TX-WILLACY	2021-03-01	78	21161	TX	2021-01-30	0	0	2021-03-31	0	0	10	0.0	0.0	0.0	0.0	47.3
2021-04-30	462	TX-WILLIAMSON	2021-03-01	398	617855	TX	2021-01-30	0	0	2021-03-31	0	0	64	0.0	0.0	0.0	0.0	10.4
2021-04-30	68	TX-WILSON	2021-03-01	55	52023	TX	2021-01-30	0	0	2021-03-31	0	0	13	0.0	0.0	0.0	0.0	25.0
2021-04-30	21	TX-WINKLER	2021-03-01	20	7887	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	12.7
2021-04-30	120	TX-WISE	2021-03-01	111	71084	TX	2021-01-30	0	0	2021-03-31	0	0	9	0.0	0.0	0.0	0.0	12.7
2021-04-30	127	TX-WOOD	2021-03-01	116	46291	TX	2021-01-30	0	0	2021-03-31	0	0	11	0.0	0.0	0.0	0.0	23.8
2021-04-30	26	TX-YOAKUM	2021-03-01	25	8702	TX	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	11.5
2021-04-30	44	TX-YOUNG	2021-03-01	40	17904	TX	2021-01-30	0	0	2021-03-31	0	0	4	0.0	0.0	0.0	0.0	22.3
2021-04-30	36	TX-ZAPATA	2021-03-01	26	14172	TX	2021-01-30	0	0	2021-03-31	0	0	10	0.0	0.0	0.0	0.0	70.6
2021-04-30	43	TX-ZAVALA	2021-03-01	37	11840	TX	2021-01-30	0	0	2021-03-31	0	0	6	0.0	0.0	0.0	0.0	50.7
2021-04-30	7	UT-BEAVER	2021-03-01	6	6761	UT	2021-01-30	144	589	2021-03-31	881	1282	1	512.5	935.5	7.6	13.8	14.8
2021-04-30	50	UT-BOX ELDER	2021-03-01	43	57007	UT	2021-01-30	220	1942	2021-03-31	3958	8209	7	2089.0	5075.5	3.7	8.9	12.3
2021-04-30	45	UT-CACHE	2021-03-01	36	130004	UT	2021-01-30	232	5294	2021-03-31	8064	22792	9	4148.0	14043.0	3.2	10.8	6.9
2021-04-30	17	UT-CARBON	2021-03-01	11	20760	UT	2021-01-30	191	1379	2021-03-31	2437	4804	6	1314.0	3091.5	6.3	14.9	28.9
2021-04-30	0	UT-DAGGETT	2021-03-01	0	1026	UT	2021-01-30	0	0	2021-03-31	131	244	0	65.5	122.0	6.4	11.9	0.0
2021-04-30	166	UT-DAVIS	2021-03-01	140	359232	UT	2021-01-30	4744	21743	2021-03-31	42558	77234	26	23651.0	49488.5	6.6	13.8	7.2
2021-04-30	9	UT-DUCHESNE	2021-03-01	9	19894	UT	2021-01-30	248	1330	2021-03-31	1814	3591	0	1031.0	2460.5	5.2	12.4	0.0
2021-04-30	9	UT-EMERY	2021-03-01	8	10147	UT	2021-01-30	0	0	2021-03-31	1253	2104	1	626.5	1052.0	6.2	10.4	9.9
2021-04-30	10	UT-GARFIELD	2021-03-01	9	5050	UT	2021-01-30	0	0	2021-03-31	784	1553	1	392.0	776.5	7.8	15.4	19.8
2021-04-30	3	UT-GRAND	2021-03-01	3	9796	UT	2021-01-30	0	0	2021-03-31	1394	3077	0	697.0	1538.5	7.1	15.7	0.0
2021-04-30	32	UT-IRON	2021-03-01	32	56814	UT	2021-01-30	0	0	2021-03-31	5278	8875	0	2639.0	4437.5	4.6	7.8	0.0
2021-04-30	12	UT-JUAB	2021-03-01	10	12122	UT	2021-01-30	225	570	2021-03-31	1177	1623	2	701.0	1096.5	5.8	9.0	16.5
2021-04-30	5	UT-KANE	2021-03-01	4	7914	UT	2021-01-30	0	0	2021-03-31	1258	1985	1	629.0	992.5	7.9	12.5	12.6
2021-04-30	13	UT-MILLARD	2021-03-01	11	13327	UT	2021-01-30	67	256	2021-03-31	1271	1930	2	669.0	1093.0	5.0	8.2	15.0
2021-04-30	11	UT-MORGAN	2021-03-01	11	12462	UT	2021-01-30	0	0	2021-03-31	1036	1794	0	518.0	897.0	4.2	7.2	0.0
2021-04-30	2	UT-PIUTE	2021-03-01	2	1473	UT	2021-01-30	0	0	2021-03-31	158	221	0	79.0	110.5	5.4	7.5	0.0
2021-04-30	0	UT-RICH	2021-03-01	0	2452	UT	2021-01-30	0	0	2021-03-31	153	472	0	76.5	236.0	3.1	9.6	0.0
2021-04-30	848	UT-SALT LAKE	2021-03-01	767	1165517	UT	2021-01-30	17085	57617	2021-03-31	151600	284168	81	84342.5	170892.5	7.2	14.7	6.9
2021-04-30	37	UT-SAN JUAN	2021-03-01	36	15278	UT	2021-01-30	756	1895	2021-03-31	4165	4823	1	2460.5	3359.0	16.1	22.0	6.5
2021-04-30	22	UT-SANPETE	2021-03-01	19	31393	UT	2021-01-30	189	787	2021-03-31	2801	3951	3	1495.0	2369.0	4.8	7.5	9.6
2021-04-30	14	UT-SEVIER	2021-03-01	12	21780	UT	2021-01-30	128	511	2021-03-31	2522	3278	2	1325.0	1894.5	6.1	8.7	9.2
2021-04-30	12	UT-SUMMIT	2021-03-01	9	42499	UT	2021-01-30	488	2403	2021-03-31	7511	15405	3	3999.5	8904.0	9.4	21.0	7.1
2021-04-30	41	UT-TOOELE	2021-03-01	36	74512	UT	2021-01-30	708	4542	2021-03-31	7468	13346	5	4088.0	8944.0	5.5	12.0	6.7
2021-04-30	22	UT-UINTAH	2021-03-01	19	35970	UT	2021-01-30	372	2357	2021-03-31	3431	6567	3	1901.5	4462.0	5.3	12.4	8.3
2021-04-30	380	UT-UTAH	2021-03-01	333	3249879	UT	2021-01-30	2798	29376	2021-03-31	42029	89883	47	22413.5	59629.5	0.7	1.8	1.4
2021-04-30	380	UT-UTAH	2021-03-01	333	651059	UT	2021-01-30	2798	29376	2021-03-31	42029	89883	47	22413.5	59629.5	3.4	9.2	7.2
2021-04-30	21	UT-WASATCH	2021-03-01	20	35300	UT	2021-01-30	189	2162	2021-03-31	3915	7290	1	2052.0	4726.0	5.8	13.4	2.8
2021-04-30	204	UT-WASHINGTON	2021-03-01	183	184913	UT	2021-01-30	282	9801	2021-03-31	20777	37632	21	10529.5	23716.5	5.7	12.8	11.4
2021-04-30	0	UT-WAYNE	2021-03-01	0	2759	UT	2021-01-30	0	0	2021-03-31	440	671	0	220.0	335.5	8.0	12.2	0.0
2021-04-30	199	UT-WEBER	2021-03-01	169	262658	UT	2021-01-30	2022	8635	2021-03-31	20683	44961	30	11352.5	26798.0	4.3	10.2	11.4
2021-04-30	8	VT-ADDISON	2021-03-01	8	36851	VT	2021-01-30	629	2409	2021-03-31	5592	10127	0	3110.5	6268.0	8.4	17.0	0.0
2021-04-30	12	VT-BENNINGTON	2021-03-01	9	35338	VT	2021-01-30	553	1382	2021-03-31	3907	7249	3	2230.0	4315.5	6.3	12.2	8.5
2021-04-30	6	VT-CALEDONIA	2021-03-01	5	29705	VT	2021-01-30	269	791	2021-03-31	2683	4586	1	1476.0	2688.5	5.0	9.1	3.4
2021-04-30	101	VT-CHITTENDEN	2021-03-01	88	164306	VT	2021-01-30	4248	13808	2021-03-31	29456	46964	13	16852.0	30386.0	10.3	18.5	7.9
2021-04-30	2	VT-ESSEX	2021-03-01	1	6123	VT	2021-01-30	0	0	2021-03-31	444	860	1	222.0	430.0	3.6	7.0	16.3
2021-04-30	38	VT-FRANKLIN	2021-03-01	35	49685	VT	2021-01-30	496	1295	2021-03-31	3908	7076	3	2202.0	4185.5	4.4	8.4	6.0
2021-04-30	2	VT-GRAND ISLE	2021-03-01	0	7169	VT	2021-01-30	171	501	2021-03-31	1299	2489	2	735.0	1495.0	10.3	20.9	27.9
2021-04-30	3	VT-LAMOILLE	2021-03-01	2	25341	VT	2021-01-30	417	1117	2021-03-31	3329	6690	1	1873.0	3903.5	7.4	15.4	3.9
2021-04-30	3	VT-ORANGE	2021-03-01	3	28837	VT	2021-01-30	234	1057	2021-03-31	3155	6041	0	1694.5	3549.0	5.9	12.3	0.0
2021-04-30	10	VT-ORLEANS	2021-03-01	6	26897	VT	2021-01-30	253	1272	2021-03-31	3711	7147	4	1982.0	4209.5	7.4	15.7	14.9
2021-04-30	20	VT-RUTLAND	2021-03-01	11	57764	VT	2021-01-30	2118	4746	2021-03-31	11754	19901	9	6936.0	12323.5	12.0	21.3	15.6
2021-04-30	15	VT-WASHINGTON	2021-03-01	14	58328	VT	2021-01-30	395	1960	2021-03-31	6682	11283	1	3538.5	6621.5	6.1	11.4	1.7
2021-04-30	14	VT-WINDHAM	2021-03-01	13	42015	VT	2021-01-30	951	2374	2021-03-31	5798	11038	1	3374.5	6706.0	8.0	16.0	2.4
2021-04-30	12	VT-WINDSOR	2021-03-01	10	54988	VT	2021-01-30	897	2564	2021-03-31	6138	11301	2	3517.5	6932.5	6.4	12.6	3.6
2021-04-30	41	VA-ACCOMACK	2021-03-01	35	32238	VA	2021-01-30	362	3109	2021-03-31	7181	11341	6	3771.5	7225.0	11.7	22.4	18.6
2021-04-30	83	VA-ALBEMARLE	2021-03-01	62	110652	VA	2021-01-30	726	4338	2021-03-31	8070	14077	21	4398.0	9207.5	4.0	8.3	19.0
2021-04-30	133	VA-ALEXANDRIA CITY	2021-03-01	119	158726	VA	2021-01-30	993	5591	2021-03-31	12214	21091	14	6603.5	13341.0	4.2	8.4	8.8
2021-04-30	48	VA-ALLEGHANY	2021-03-01	45	14701	VA	2021-01-30	0	0	2021-03-31	200	410	3	100.0	205.0	0.7	1.4	20.4
2021-04-30	31	VA-AMELIA	2021-03-01	20	13014	VA	2021-01-30	0	0	2021-03-31	156	203	11	78.0	101.5	0.6	0.8	84.5
2021-04-30	35	VA-AMHERST	2021-03-01	24	31667	VA	2021-01-30	361	1301	2021-03-31	3035	6362	11	1698.0	3831.5	5.4	12.1	34.7
2021-04-30	24	VA-APPOMATTOX	2021-03-01	17	16043	VA	2021-01-30	0	0	2021-03-31	161	270	7	80.5	135.0	0.5	0.8	43.6
2021-04-30	252	VA-ARLINGTON	2021-03-01	229	240119	VA	2021-01-30	2441	9463	2021-03-31	22562	40887	23	12501.5	25175.0	5.2	10.5	9.6
2021-04-30	70	VA-AUGUSTA	2021-03-01	59	76544	VA	2021-01-30	577	3298	2021-03-31	7882	10924	11	4229.5	7111.0	5.5	9.3	14.4
2021-04-30	10	VA-BATH	2021-03-01	10	4119	VA	2021-01-30	0	0	2021-03-31	240	484	0	120.0	242.0	2.9	5.9	0.0
2021-04-30	99	VA-BEDFORD	2021-03-01	68	79811	VA	2021-01-30	651	2598	2021-03-31	4983	10487	31	2817.0	6542.5	3.5	8.2	38.8
2021-04-30	10	VA-BLAND	2021-03-01	9	6239	VA	2021-01-30	0	0	2021-03-31	187	327	1	93.5	163.5	1.5	2.6	16.0
2021-04-30	36	VA-BOTETOURT	2021-03-01	27	33633	VA	2021-01-30	194	1641	2021-03-31	2654	4238	9	1424.0	2939.5	4.2	8.7	26.8
2021-04-30	33	VA-BRISTOL CITY	2021-03-01	29	17329	VA	2021-01-30	565	2390	2021-03-31	3782	5589	4	2173.5	3989.5	12.5	23.0	23.1
2021-04-30	21	VA-BRUNSWICK	2021-03-01	16	16037	VA	2021-01-30	143	676	2021-03-31	1464	3566	5	803.5	2121.0	5.0	13.2	31.2
2021-04-30	38	VA-BUCHANAN	2021-03-01	34	20613	VA	2021-01-30	194	1664	2021-03-31	2720	4713	4	1457.0	3188.5	7.1	15.5	19.4
2021-04-30	30	VA-BUCKINGHAM	2021-03-01	28	17168	VA	2021-01-30	0	0	2021-03-31	454	869	2	227.0	434.5	1.3	2.5	11.6
2021-04-30	19	VA-BUENA VISTA CITY	2021-03-01	18	6402	VA	2021-01-30	0	0	2021-03-31	0	0	1	0.0	0.0	0.0	0.0	15.6
